"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_001614485.1_ASM161448v1_genomic","GCA_001683595.1_NGF2_genomic","GCA_001891695.1_ASM189169v1_genomic","GCA_001891995.1_ASM189199v1_genomic","GCA_001901445.1_ASM190144v1_genomic","GCA_001911775.1_ASM191177v1_genomic"
"crcB_1","","Putative fluoride ion transporter CrcB","2","2","1","63","1889","1","1782","","380","380","380","GCA_001614485_00555","","GCA_001891695_05239","","",""
"group_2053","","hypothetical protein","2","2","1","63","1890","1","1783","","215","215","215","GCA_001614485_00556","","GCA_001891695_05238","","",""
"eno_1","","Enolase","2","2","1","63","1891","1","1784","","434","434","434","GCA_001614485_00557","","GCA_001891695_05237","","",""
"mntB_1","","Manganese transport system membrane protein MntB","2","2","1","63","1892","1","1785","","857","857","857","GCA_001614485_00558","","GCA_001891695_05236","","",""
"group_2074","ccdB","Toxin CcdB","2","2","1","63","2375","1","1628","","305","305","305","GCA_001614485_00670","","","","","GCA_001911775_02950"
"group_2086","","hypothetical protein","2","2","1","63","3277","21","7","","1100","1100","1100","GCA_001614485_00712","GCA_001683595_00872","","","",""
"pikAV_1","","Thioesterase PikA5","2","2","1","63","3278","21","6","","803","803","803","GCA_001614485_00713","GCA_001683595_00873","","","",""
"dhbE","","2,3-dihydroxybenzoate-AMP ligase","2","2","1","63","3279","21","5","","1577","1577","1577","GCA_001614485_00714","GCA_001683595_00874","","","",""
"fyuA","","Pesticin receptor","2","2","1","63","3280","21","4","","2021","2021","2021","GCA_001614485_00715","GCA_001683595_00875","","","",""
"trkG","","Trk system potassium uptake protein TrkG","2","2","1","63","7600","1","2156","","1424","1424","1424","GCA_001614485_00779","","","","","GCA_001911775_00562"
"group_2109","","hypothetical protein","2","2","1","63","6262","4","46","","218","218","218","GCA_001614485_00858","","GCA_001891695_03361","","",""
"group_2110","","hypothetical protein","2","2","1","63","6266","4","44","","218","218","218","GCA_001614485_03790","","","","GCA_001901445_03944",""
"yvgN_2","","Glyoxal reductase","2","2","1","63","2593","29","11","","851","851","851","GCA_001614485_00908","GCA_001683595_01637","","","",""
"group_2114","yhdN_2","General stress protein 69","2","2","1","63","2594","29","10","","989","989","989","GCA_001614485_00909","GCA_001683595_01636","","","",""
"group_2115","pgrR_3","HTH-type transcriptional regulator PgrR","2","2","1","63","2598","29","9","","893","893","893","GCA_001614485_00910","GCA_001683595_01635","","","",""
"group_2117","","hypothetical protein","2","2","1","63","7436","1","2082","","341","341","341","GCA_001614485_00921","","","","","GCA_001911775_04552"
"group_212","","hypothetical protein","2","2","1","63","6886","1","53","","1592","2561","2076","","GCA_001683595_03220","","GCA_001891995_00516","",""
"group_2121","","hypothetical protein","2","2","1","63","7532","1","2067","","899","899","899","GCA_001614485_00926","","GCA_001891695_03476","","",""
"mec_1","","CysO-cysteine peptidase","2","2","1","63","6891","1","1765","","599","743","671","","GCA_001683595_03223","GCA_001891695_01042","","",""
"group_2130","","hypothetical protein","2","2","1","63","5202","1","33","","182","182","182","GCA_001614485_00940","","GCA_001891695_03164","","",""
"group_2134","","hypothetical protein","2","2","1","63","5958","1","1965","","167","167","167","GCA_001614485_00946","","GCA_001891695_03454","","",""
"xerD_3","","Tyrosine recombinase XerD","2","2","1","63","5957","1","1966","","1070","1070","1070","GCA_001614485_00947","","","","","GCA_001911775_00152"
"group_2136","","hypothetical protein","2","2","1","63","2429","1","1036","","488","488","488","GCA_001614485_00953","GCA_001683595_03860","","","",""
"group_2137","","hypothetical protein","2","2","1","63","2436","1","1028","","569","569","569","GCA_001614485_00955","GCA_001683595_03862","","","",""
"group_215","","hypothetical protein","2","2","1","63","6944","1","1890","","338","599","468","GCA_001614485_04712","","","","","GCA_001911775_01700"
"ompT_1","","Protease 7","2","2","1","63","2058","1","170","","953","953","953","GCA_001614485_01039","","GCA_001891695_05150","","",""
"lgrD","","Linear gramicidin synthase subunit D","2","2","1","63","2059","1","171","","1109","1109","1109","GCA_001614485_01040","","GCA_001891695_05151","","",""
"group_2161","","hypothetical protein","2","2","1","63","2060","1","172","","902","902","902","GCA_001614485_01041","","GCA_001891695_05152","","",""
"group_2164","","hypothetical protein","2","2","1","63","2067","1","204","","296","296","296","GCA_001614485_01045","","GCA_001891695_05156","","",""
"group_2165","","hypothetical protein","2","2","1","63","2066","1","203","","356","356","356","GCA_001614485_01046","","GCA_001891695_05157","","",""
"group_2166","","hypothetical protein","2","2","1","63","3996","194","1","","122","122","122","GCA_001614485_01063","","","","","GCA_001911775_02284"
"hemR_1","","Hemin receptor","2","2","1","63","2189","1","719","","1970","1970","1970","GCA_001614485_01140","GCA_001683595_00423","","","",""
"group_2176","","hypothetical protein","2","2","1","63","3334","1","721","","260","260","260","GCA_001614485_01142","","GCA_001891695_05072","","",""
"group_2177","","hypothetical protein","2","2","1","63","3335","1","722","","107","107","107","GCA_001614485_01143","","GCA_001891695_05071","","",""
"group_2199","","hypothetical protein","2","2","1","63","4195","1","221","","290","290","290","GCA_001614485_01186","","GCA_001891695_05272","","",""
"klcA_5","","Antirestriction protein KlcA","2","2","1","63","613","1","879","","479","485","482","","GCA_001683595_03854","GCA_001891695_04663","","",""
"group_2200","","hypothetical protein","2","2","1","63","4196","1","222","","560","560","560","GCA_001614485_01187","","GCA_001891695_05271","","",""
"group_2226","","hypothetical protein","2","2","1","63","1765","1","559","","236","236","236","GCA_001614485_01245","","","GCA_001891995_03215","",""
"shlB_1","","Hemolysin transporter protein ShlB","2","2","1","63","4483","1","1136","","1607","1607","1607","GCA_001614485_01266","GCA_001683595_00214","","","",""
"gntR_2","","HTH-type transcriptional regulator GntR","2","2","1","63","4502","1","1138","","1031","1031","1031","GCA_001614485_01268","GCA_001683595_00195","","","",""
"ulaC_1","","Ascorbate-specific PTS system EIIA component","2","2","1","63","4503","1","1139","","443","443","443","GCA_001614485_01269","GCA_001683595_00194","","","",""
"ulaA_1","","Ascorbate-specific PTS system EIIC component","2","2","1","63","4505","1","1141","","1256","1256","1256","GCA_001614485_01271","GCA_001683595_00192","","","",""
"group_2246","","hypothetical protein","2","2","1","63","4507","1","1143","","1013","1013","1013","GCA_001614485_01273","GCA_001683595_00190","","","",""
"fucP_1","","L-fucose-proton symporter","2","2","1","63","4508","1","1144","","1316","1316","1316","GCA_001614485_01274","GCA_001683595_00189","","","",""
"group_2248","rbsK_1","Ribokinase","2","2","1","63","4509","1","1145","","920","920","920","GCA_001614485_01275","GCA_001683595_00188","","","",""
"group_2274","","hypothetical protein","2","2","1","63","1289","267","1","","779","779","779","GCA_001614485_01351","GCA_001683595_04484","","","",""
"group_2277","narV","Respiratory nitrate reductase 2 gamma chain","2","2","1","63","6600","276","1","","680","680","680","GCA_001614485_01406","GCA_001683595_00327","","","",""
"cirA_2","","Colicin I receptor","2","2","1","63","6990","60","3","","1970","1970","1970","GCA_001614485_01444","GCA_001683595_03271","","","",""
"nadC_1","","Nicotinate-nucleotide pyrophosphorylase [carboxylating]","2","2","1","63","6989","60","4","","854","854","854","GCA_001614485_01445","GCA_001683595_03272","","","",""
"ubiE_3","","Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE","2","2","1","63","6988","60","5","","812","812","812","GCA_001614485_01446","GCA_001683595_03273","","","",""
"group_2288","","putative ABC transporter ATP-binding protein","2","2","1","63","6987","60","6","","758","758","758","GCA_001614485_01447","GCA_001683595_03274","","","",""
"group_23","klcA_5","Antirestriction protein KlcA","2","2","1","63","4430","1","845","","479","485","482","","","GCA_001891695_01159","GCA_001891995_04205","",""
"group_2314","","hypothetical protein","2","2","1","63","7406","1","69","","341","341","341","GCA_001614485_01498","","GCA_001891695_04882","","",""
"group_2317","","hypothetical protein","2","2","1","63","6893","1","56","","434","434","434","","GCA_001683595_03219","GCA_001891695_01038","","",""
"group_2320","","hypothetical protein","2","2","1","63","6890","1","1764","","698","698","698","","GCA_001683595_03222","GCA_001891695_01041","","",""
"yjeO","","Inner membrane protein YjeO","2","2","1","63","685","110","3","","302","302","302","GCA_001614485_01604","","","","GCA_001901445_01618",""
"xerC_4","","Tyrosine recombinase XerC","2","2","1","63","2590","1","1253","","602","602","602","GCA_001614485_01740","","","","GCA_001901445_02209",""
"group_2345","","hypothetical protein","2","2","1","63","4416","1","1263","","206","206","206","GCA_001614485_01751","","GCA_001891695_01318","","",""
"deoR_1","","Deoxyribose operon repressor","2","2","1","63","4510","1","1146","","782","782","782","GCA_001614485_01766","GCA_001683595_00187","","","",""
"group_2363","yahA_2","Cyclic di-GMP phosphodiesterase YahA","2","2","1","63","2609","127","1","","1088","1088","1088","GCA_001614485_01800","","","","","GCA_001911775_02371"
"apxIB_2","","Toxin RTX-I translocation ATP-binding protein","2","2","1","63","2762","1","890","","2147","2147","2147","GCA_001614485_01863","GCA_001683595_01477","","","",""
"prsE","","Type I secretion system membrane fusion protein PrsE","2","2","1","63","2763","1","891","","1247","1247","1247","GCA_001614485_01864","GCA_001683595_01478","","","",""
"group_2377","yafP","putative N-acetyltransferase YafP","2","2","1","63","2752","132","1","","374","374","374","GCA_001614485_01881","GCA_001683595_01582","","","",""
"group_2378","gadX_2","HTH-type transcriptional regulator GadX","2","2","1","63","1116","78","2","","824","824","824","GCA_001614485_01887","GCA_001683595_04620","","","",""
"hmuV","","Hemin import ATP-binding protein HmuV","2","2","1","63","1117","44","5","","770","770","770","GCA_001614485_01899","GCA_001683595_04609","","","",""
"group_238","gtfA_2","Sucrose phosphorylase","2","2","1","63","6966","22","5","","677","1679","1178","","","","GCA_001891995_04472","","GCA_001911775_04227"
"hmuU_2","","Hemin transport system permease protein HmuU","2","2","1","63","1440","44","6","","956","956","956","GCA_001614485_01900","GCA_001683595_04608","","","",""
"group_2381","","hypothetical protein","2","2","1","63","1441","44","7","","623","623","623","GCA_001614485_01901","GCA_001683595_04607","","","",""
"hmuT","","Hemin-binding periplasmic protein HmuT","2","2","1","63","1444","44","3","","914","914","914","GCA_001614485_01904","GCA_001683595_04604","","","",""
"hemR_2","","Hemin receptor","2","2","1","63","1445","44","2","","1982","1982","1982","GCA_001614485_01905","GCA_001683595_04603","","","",""
"sorC","","Sorbitol operon regulator","2","2","1","63","790","45","3","","947","947","947","GCA_001614485_02036","GCA_001683595_02389","","","",""
"bacC","","Dihydroanticapsin 7-dehydrogenase","2","2","1","63","789","45","4","","806","806","806","GCA_001614485_02037","GCA_001683595_02388","","","",""
"sorB_1","","PTS system sorbose-specific EIIB component","2","2","1","63","787","45","6","","494","494","494","GCA_001614485_02039","GCA_001683595_02386","","","",""
"sorA","","PTS system sorbose-specific EIIC component","2","2","1","63","786","45","7","","797","797","797","GCA_001614485_02040","GCA_001683595_02385","","","",""
"sorM","","PTS system sorbose-specific EIID component","2","2","1","63","785","45","2","","824","824","824","GCA_001614485_02041","GCA_001683595_02384","","","",""
"gutB_3","","Sorbitol dehydrogenase","2","2","1","63","784","45","1","","1229","1229","1229","GCA_001614485_02042","GCA_001683595_02383","","","",""
"group_2410","ybdO_1","putative HTH-type transcriptional regulator YbdO","2","2","1","63","5389","217","1","","902","902","902","GCA_001614485_02072","GCA_001683595_01891","","","",""
"xerC_5","","Tyrosine recombinase XerD","2","2","1","63","6295","4","5","","1013","1013","1013","GCA_001614485_02132","","","","GCA_001901445_03989",""
"group_2416","","hypothetical protein","2","2","1","63","6463","286","1","","281","281","281","GCA_001614485_02157","GCA_001683595_01037","","","",""
"group_2417","","hypothetical protein","2","2","1","63","6459","244","1","","3788","3788","3788","GCA_001614485_02160","GCA_001683595_01040","","","",""
"group_2418","torD","Chaperone protein TorD","2","2","1","63","6038","173","1","","599","599","599","GCA_001614485_02166","GCA_001683595_02299","","","",""
"group_2433","","hypothetical protein","2","2","1","63","3628","54","1","","257","257","257","GCA_001614485_02330","GCA_001683595_02779","","","",""
"hsdM","","Type I restriction enzyme EcoKI M protein","2","2","1","63","3407","27","4","","1619","1619","1619","GCA_001614485_02342","GCA_001683595_02789","","","",""
"mrr","","Mrr restriction system protein","2","2","1","63","3408","27","3","","1166","1166","1166","GCA_001614485_02343","GCA_001683595_02790","","","",""
"group_2445","ymfA","Inner membrane protein YmfA","2","2","1","63","1939","117","1","","461","461","461","GCA_001614485_02422","GCA_001683595_03154","","","",""
"group_2447","","hypothetical protein","2","2","1","63","2257","1","395","","482","482","482","GCA_001614485_02483","","GCA_001891695_05170","","",""
"group_2448","","hypothetical protein","2","2","1","63","2256","1","394","","257","257","257","GCA_001614485_02484","","GCA_001891695_05171","","",""
"finO","","Fertility inhibition protein","2","2","1","63","2253","1","391","","560","560","560","GCA_001614485_02487","","GCA_001891695_05173","","",""
